"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"People reached",Comments,Shares,Likes,"3-Second Video Views","Seconds Viewed","Averaged Seconds Viewed","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (M)","Views by top audience (F)","Unique Video 60-Second Views","60-Second Video Views",Impressions,"Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by country (United States (US))","Views by country (United Kingdom (GB))","Views by country (Canada (CA))","Views by country (France (FR))","Views by country (Germany (DE))","Views by country (Mexico (MX))","Views by country (Spain (ES))","Views by country (Greece (GR))","Views by country (Poland (PL))","Views by country (Australia (AU))","Views by country (Brazil (BR))","Views by country (Hungary (HU))","Views by country (South Africa (ZA))","Views by country (Netherlands (NL))","Views by country (Italy (IT))","Views by country (Colombia (CO))","Views by country (Belgium (BE))","Views by country (Ireland (IE))","Views by country (Puerto Rico (PR))","Views by country (Ukraine (UA))","Views by country (Argentina (AR))","Views by country (Portugal (PT))","Views by country (Slovakia (SK))","Views by country (Philippines (PH))","Views by country (Pakistan (PK))","Views by country (Denmark (DK))","Views by country (Sweden (SE))","Views by country (India (IN))","Views by country (Algeria (DZ))","Views by country (Israel (IL))","Views by country (Romania (RO))","Views by country (Serbia (RS))","Views by country (Egypt (EG))","Views by country (Norway (NO))","Views by country (New Zealand (NZ))","Views by country (Bulgaria (BG))","Views by country (Austria (AT))","Views by country (Chile (CL))","Views by country (Croatia (HR))","Views by country (Peru (PE))","Views by country (Macedonia (MK))","Views by country (Iraq (IQ))","Views by country (Iceland (IS))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Malaysia (MY))","Views by country (Czech Republic (CZ))","Views by country (Cuba (CU))","Views by country (Lithuania (LT))","Views by country (Thailand (TH))","Views by country (Ecuador (EC))","Views by country (Switzerland (CH))","Views by country (Costa Rica (CR))","Views by country (Turkey (TR))","Views by country (Dominican Republic (DO))","Views by country (Guatemala (GT))","Views by country (Slovenia (SI))","Views by country (Indonesia (ID))","Views by country (Hong Kong (HK))","Views by country (Trinidad and Tobago (TT))","Views by country (El Salvador (SV))","Views by country (United Arab Emirates (AE))","Views by country (Finland (FI))","Views by country (Singapore (SG))","Views by country (Uruguay (UY))","Views by country (Bangladesh (BD))","Views by country (Jamaica (JM))","Views by country (Guyana (GY))","Views by country (Tunisia (TN))","Views by country (Mongolia (MN))","Views by country (Sri Lanka (LK))","Views by country (Myanmar (MM))","Views by country (Vietnam (VN))","Views by country (Cyprus (CY))","Views by country (Réunion (RE))","Views by country (Georgia (GE))","Views by country (Venezuela (VE))","Views by country (Bolivia (BO))","Views by country (Honduras (HN))","Views by country (Guam (GU))","Views by country (Namibia (NA))"
882366573016875,,326517011093207,"DIY with Hometalk","Make your front door look amazing in February",207,"02/10/2023 16:02",,,Lifetime,119289,21,69,479,29623,1109427.72,11.46,75,293,13,28,663,7623,440,7311,345,6112,277,4217,183,1815,1996,27399,5149,5183,119866,8351,7816,6504,4531,2006,374,41,16708,890,1553,581,319,1805,353,273,389,360,554,241,248,123,334,286,116,124,159,72,266,142,87,244,72,,62,201,,,122,61,,,72,83,64,247,,79,,,,,149,167,,,138,90,,82,54,50,73,,50,,51,55,,,,,
911043910329224,,326517011093207,"DIY with Hometalk","Stick a paper towel holder on your toilet (BRILLIANT!)",202,"02/11/2023 10:02",,,Lifetime,6524575,2839,42618,88265,3654243,226530652.63,34.69,7977,38827,1113,3140,56793,736979,58598,960765,54528,884205,41937,537410,25521,222263,246467,3383589,1336301,1394358,7895925,800031,1025714,944463,583200,249109,47417,4298,1888146,126443,187248,69335,59812,153680,65761,53962,59789,76698,63690,38177,44110,21649,57689,32851,16894,11596,36438,11219,31069,18495,16850,27047,20280,8813,9469,39227,7061,10360,23342,10555,10140,,11016,15273,7559,19523,,8725,,,,,10548,27102,,6573,,6426,,7495,20785,,,,,,6672,,,,,,
1277944396401853,,326517011093207,"DIY with Hometalk","Get high-end spring decor for a fraction of the price!",205,"02/14/2023 10:02",,,Lifetime,286933,46,684,2317,175395,6017187.35,18.3,369,2062,52,142,2353,33864,2364,40892,2657,38533,2670,31173,1655,15314,12120,161980,25260,25445,373110,36532,43539,41512,34098,17050,2464,195,87378,7345,8742,5305,3034,5112,4431,2856,2988,2276,2115,2972,1558,1100,2939,1698,1183,874,1028,503,1843,1076,1282,1128,1541,462,494,2523,,,1033,616,,,502,755,548,1065,455,381,,,,,496,1329,,409,353,306,290,304,678,,,,,,,,,,,,288
5862746193840803,,326517011093207,"DIY with Hometalk","19 cheap bin ideas to make your home prettier & more organized!",191,"02/18/2023 10:02",,,Lifetime,5642552,1211,30172,54403,2548817,133786817.56,24.9,8334,88436,1333,4312,21770,246381,25568,430215,31929,598494,32853,603776,26285,412935,148072,2384549,732000,732000,6093429,270337,458609,634250,640835,441465,97605,5700,1077973,86526,124062,153030,62974,173519,62151,20989,40490,30524,67418,15482,23991,15853,61984,30429,27151,9703,14492,,28628,21028,7133,25340,8898,6418,6646,22327,12922,8579,8774,,7653,,5722,5596,8896,21372,,8810,,,,,20650,26312,,5553,18412,7144,5075,6915,,,4984,,,5499,,,,,,,
578197827673911,,326517011093207,"DIY with Hometalk","Cut the cord of your lamp (GENIUS!)",204,"02/23/2023 10:02",,,Lifetime,297036,14,239,1115,158760,6811549.01,22.67,446,2105,53,155,3733,36898,3102,38154,2779,30729,2559,22798,1743,12265,14415,143104,28939,30733,340985,40982,41592,33753,25560,14078,2583,209,84259,7049,8825,4906,3039,4965,3002,2148,2699,2116,2252,1870,1457,1241,2121,1252,973,679,743,438,1403,944,599,890,974,540,547,1710,,263,744,361,250,290,478,531,429,805,290,278,,,,,408,1379,,337,300,,246,,509,,,,,,,,,,,,
5901485149898685,,326517011093207,"DIY with Hometalk","Put this behind your toilet (genius hack!)",190,"02/25/2023 10:02",,,Lifetime,9765496,2450,48883,127658,4899800,290415679.25,30.84,12560,50666,1576,3900,89318,549056,133318,1054144,170323,1332898,135390,940310,58402,326936,600887,4257910,1564712,1564712,10577461,645178,1197344,1515227,1084459,387786,64218,5548,1618705,290311,342142,275885,106483,181613,86249,99011,135960,152418,102584,119386,81895,36732,84013,25062,47682,53003,14606,12698,71111,42396,39715,87400,,23241,23544,18688,14958,15019,36027,12077,,10351,31326,24149,18217,34272,14118,12293,,,,,24219,106384,,22250,23018,10569,9518,,,,,11713,,,,,,,,,
169255172557772,,326517011093207,"DIY with Hometalk","The brilliant way people are using napkins on their couch!",191,"03/02/2023 10:03",,,Lifetime,458470,59,1107,2506,198534,7381983.99,17.53,488,2931,67,213,4564,46878,3662,50183,2919,39117,2365,26305,1777,14208,15842,179835,32463,33572,474892,52331,54628,42589,29042,16162,3496,285,48144,6150,81530,5707,2521,6008,3140,2670,2612,2273,2728,1426,2380,940,3135,1413,1173,600,615,449,2234,1275,700,540,671,412,406,1278,327,317,749,322,308,,495,577,435,1144,274,279,,,,,316,1738,,511,335,287,,,356,,,,,,,,,,,,
888608445725122,,326517011093207,"DIY with Hometalk","Pour concrete into a cookie lid - this is BRILLIANT!",228,"03/03/2023 10:03",,,Lifetime,3324784,2966,15495,35091,1783971,147948469.83,49.96,2703,11255,244,735,77129,720644,42427,468726,21682,223018,14488,116975,9725,59022,168398,1600375,649591,686538,3588436,804766,515417,246594,132650,69313,14204,1004,1415910,48463,109979,16261,8574,11702,8341,7394,6213,30236,5328,6556,10657,4435,5579,2318,2979,4742,2748,1097,3546,2689,1880,3181,2912,1899,2468,4442,,1088,2172,1167,757,999,5758,1609,1457,1945,980,,,,,,1238,4407,,998,941,,789,,1171,,,,,,979,,,,,,
749994876412692,,326517011093207,"DIY with Hometalk","Grab a $2 Walmart hula hoop for this brilliant outdoor decor idea!",198,"03/04/2023 10:03",,,Lifetime,163845,25,214,670,54334,2474365.45,17.3,139,608,16,40,1068,12504,886,14012,743,11031,698,8036,430,3711,3980,49942,12426,12426,163845,13687,15006,11858,8805,4166,755,57,30456,2227,2936,1806,1071,1856,931,708,904,685,667,733,488,361,601,339,321,209,303,117,342,259,209,290,197,124,164,363,,106,202,99,76,,184,171,158,274,90,78,,,,,127,543,,115,103,85,85,,88,,,,,,,,,,,,
721860792978799,,326517011093207,"DIY with Hometalk","Pull the lid of a trash can for this brilliant hack!",185,"03/09/2023 10:03",,,Lifetime,627294,56,1300,5170,249416,12874740.95,23.55,1129,4539,190,533,6517,51723,5614,58124,4989,52919,4150,35682,2962,18082,25551,221602,65224,65224,637250,58835,64265,58368,40187,21243,5779,736,105960,9805,27760,8151,4170,15364,3805,2986,3896,3392,7057,1200,5185,1531,4075,2829,1815,1163,1284,,2676,1565,802,1548,849,533,628,1756,930,819,683,,571,,740,691,647,1994,,958,,,,,652,2570,523,655,745,565,,587,,513,533,,,,,,,,,,
1252501222024061,,326517011093207,"DIY with Hometalk","Few people know about this BRILLIANT garden hose hack!",201,"03/11/2023 10:03",,,Lifetime,341306,29,387,1025,120668,7246886.44,29,316,709,30,56,11092,29087,8916,25971,5977,16970,3758,10544,1450,4545,31539,87882,38808,39536,366790,40621,35236,23174,14455,6046,1046,86,71836,9242,8053,2124,1456,1613,1199,1040,822,4302,713,964,2120,854,922,413,542,665,357,146,568,421,256,702,328,397,323,939,101,179,324,158,,180,541,231,214,281,135,,,,,,272,491,,,202,109,142,,197,,,,117,,,,,,,,
957392608758525,,326517011093207,"DIY with Hometalk","The BRILLIANT address sign idea neighbors can't stop talking about!",211,"03/11/2023 16:03",,,Lifetime,334263,60,147,937,153394,9609788.67,31.07,1141,2083,116,142,13173,32272,11202,29573,7749,20434,6297,14797,3982,8519,43660,107820,52284,52501,361420,46096,41266,28541,21319,12620,3290,260,82481,18094,11279,2217,2372,1714,1310,1075,1119,6165,658,1005,1762,2161,983,304,908,1079,294,,535,454,272,1301,332,1070,1110,942,,298,366,162,,437,1216,242,313,275,173,,,,,,475,492,,,253,,282,,182,,,178,219,,,,,347,179,,
761555015157342,,326517011093207,"DIY with Hometalk","The best kept SECRET to fake a marble look!",191,"03/16/2023 10:03",,,Lifetime,158507,19,129,679,54206,2028827.07,12.41,151,551,17,36,1445,14233,1084,13412,851,10527,741,7119,411,3165,4700,49043,8060,8334,187058,15839,14611,11458,7933,3598,713,53,28705,2496,2703,1607,865,1973,1104,701,788,771,661,603,849,444,746,385,380,282,261,151,525,311,212,355,221,146,147,505,91,114,272,152,108,,175,212,135,314,115,128,,,,,144,414,,100,112,100,,,127,,,,,,,,,,,,
749757113411839,,326517011093207,"DIY with Hometalk","Wrap Dollar Store baskets in twine for this brilliant living room idea!",222,"03/18/2023 10:03",,,Lifetime,854503,78,3283,7493,402846,17064749,20,1045,6584,174,534,4707,57682,5105,88952,5954,106169,5080,77993,3474,36543,25539,374457,75248,77809,954146,62923,94689,112836,83640,40301,7746,710,163327,11257,25956,24034,9127,24006,9225,5079,8279,4344,13981,3591,4122,2386,10633,5262,4530,1279,2201,925,5477,3613,1693,2190,1482,1005,1265,3122,1425,1221,1863,,933,,940,1557,1366,4783,,1145,,,,,1031,5126,,1221,1639,1050,836,910,,882,,,,,,,,,,,
905533217393852,,326517011093207,"DIY with Hometalk","How to make the world's CUTEST bunny butt wreath.",188,"03/23/2023 09:03",,,Lifetime,38906,12,94,273,16260,534398.03,16.09,43,218,8,12,290,3429,238,4174,214,4012,154,2260,132,958,1079,15063,1938,1960,39463,3747,4437,4254,2436,1100,266,20,8449,561,897,746,399,661,235,250,438,93,153,177,182,124,219,86,123,70,87,53,121,117,79,48,42,56,44,84,35,32,93,45,,,27,73,56,67,34,,,,,,23,217,79,60,37,30,29,26,,,,,,,,,,,,,
1300693803817536,,326517011093207,"DIY with Hometalk","How to make the world's CUTEST bunny butt wreath.",188,"03/23/2023 09:03",,,Lifetime,747530,324,1985,6104,385531,14252117.59,19.72,935,7754,96,478,5873,87848,4767,95750,4333,81300,3957,55175,2975,31666,22936,359971,51473,53001,792787,94386,101182,86184,59538,34874,8788,577,259238,11716,18743,8842,5285,8120,3960,3149,6119,3891,3392,3383,2639,1921,3147,1690,1627,1093,1287,638,1762,1570,1145,1568,1096,922,810,2042,,479,1241,578,432,386,746,974,753,1133,501,,,,,,527,3214,,765,546,357,414,,535,,,,,,,,,,,,
204027625585428,,326517011093207,"DIY with Hometalk","Everyone's copying this stunning wood round idea!",188,"03/25/2023 14:03",,,Lifetime,6073,0,6,18,2014,68491.04,12.77,1,16,0,2,76,515,42,484,35,373,26,285,18,131,198,1806,298,309,6234,595,529,408,313,149,18,2,1198,105,97,45,34,33,30,29,28,27,23,23,21,21,19,18,15,15,11,11,10,10,9,9,8,8,8,8,7,7,7,7,6,6,5,5,5,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
632728832013796,,326517011093207,"DIY with Hometalk","Buy a wood round at Hobby Lobby for this GENIUS idea!",188,"03/25/2023 14:03",,,Lifetime,189724,67,564,1520,83104,3644996.18,22.14,180,897,25,70,1757,17093,1451,19589,1387,18119,1233,13422,712,6573,6745,75763,19309,19309,197163,19004,21192,19644,14764,7316,1087,96,43817,3292,4387,2304,1335,2491,1405,1118,1254,1310,1116,1012,1243,620,1246,881,560,335,541,239,727,464,359,535,451,253,260,798,,215,507,253,164,,249,339,240,517,162,193,,,,,253,512,,140,205,156,,,229,137,,,,,,,,,,,
214751824476917,,326517011093207,"DIY with Hometalk","Slide 2 Dollar Store baskets on a paper towel holder (BRILLIANT!)",270,"03/25/2023 16:03",,,Lifetime,1286898,296,3509,13489,644040,49463190.75,39.82,938,5700,139,441,9156,181099,6818,169746,5681,134215,4437,82697,2863,35540,30032,609438,276645,285702,1569236,191728,177762,140800,87767,38641,6721,589,466741,16519,39004,5889,5235,10558,4166,3385,3659,10442,3810,2225,4858,2569,3332,2764,1435,1675,3961,680,1633,1558,1175,2978,2738,795,1116,5078,,970,1560,584,613,560,1765,957,723,1421,,577,,,,,1196,1574,,,,520,,,1038,508,,,,,1126,,864,,,,
185203490947877,,326517011093207,"DIY with Hometalk","Turn a glass upside down in your yard...",223,"03/30/2023 15:03",,,Lifetime,543414,64,672,2377,266557,11822990.06,23.88,831,5796,93,504,4983,55927,4041,59941,3750,52326,3788,43495,2983,25514,20469,243503,55227,55227,571323,61561,64599,56593,47713,28730,6750,605,143729,7767,42736,5386,3264,7361,3213,2008,3300,3414,3025,1989,2649,1484,2052,1425,1088,951,1009,406,1785,1120,675,1477,861,669,645,1551,,360,1007,467,379,,694,779,479,1245,375,356,,,,,499,1511,,437,443,361,,340,394,,,,,,,,,,,,
958098431836211,,326517011093207,"DIY with Hometalk",,42,"01/02/2023 08:01",,,Lifetime,347854,14,267,995,147390,4685030.59,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574369004511346,,326517011093207,"DIY with Hometalk",,18,"01/04/2023 08:01",,,Lifetime,156007,26,110,343,53149,1158007.63,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098309570850120,,326517011093207,"DIY with Hometalk",,22,"01/06/2023 08:01",,,Lifetime,150829,14,110,274,48386,946888.24,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6046855405334875,,326517011093207,"DIY with Hometalk",,20,"01/07/2023 08:01",,,Lifetime,1035931,259,3065,8211,429371,10069387.32,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576048877195028,,326517011093207,"DIY with Hometalk",,25,"01/08/2023 08:01",,,Lifetime,202689,45,75,283,92608,2138816.81,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499097562331202,,326517011093207,"DIY with Hometalk",,16,"01/09/2023 08:01",,,Lifetime,507774,101,984,2494,243115,4814999.97,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204911457088089,,326517011093207,"DIY with Hometalk",,11,"01/10/2023 08:01",,,Lifetime,85756,5,20,120,26872,358507.6,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847216649841399,,326517011093207,"DIY with Hometalk",,31,"01/11/2023 08:01",,,Lifetime,125591,19,105,372,41071,1121118.8,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915089586575334,,326517011093207,"DIY with Hometalk",,16,"01/13/2023 08:01",,,Lifetime,96892,2,41,166,31904,577230.31,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130492484289921,,326517011093207,"DIY with Hometalk",,28,"01/14/2023 08:01",,,Lifetime,83373,1,39,161,19575,448203.72,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311322382361098,,326517011093207,"DIY with Hometalk",,19,"01/16/2023 08:01",,,Lifetime,86777,5,31,216,20064,401447.99,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710176580689939,,326517011093207,"DIY with Hometalk",,24,"01/18/2023 08:01",,,Lifetime,112178,7,73,265,34453,747868.54,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698781831905756,,326517011093207,"DIY with Hometalk",,26,"01/20/2023 08:01",,,Lifetime,83593,22,92,499,31273,720438.37,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889352492403892,,326517011093207,"DIY with Hometalk",,15,"01/22/2023 08:01",,,Lifetime,334727,16,305,1621,88287,1974123.56,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573051507680340,,326517011093207,"DIY with Hometalk",,21,"01/24/2023 08:01",,,Lifetime,121720,12,74,279,53923,1061186.65,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875050520399666,,326517011093207,"DIY with Hometalk",,18,"01/26/2023 08:01",,,Lifetime,125668,2,89,411,44426,819217.12,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917419802633848,,326517011093207,"DIY with Hometalk",,19,"02/03/2023 08:02",,,Lifetime,102449,6,84,426,31875,664113.88,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390667624549628,,326517011093207,"DIY with Hometalk",,25,"02/05/2023 08:02",,,Lifetime,1538806,1410,7627,17581,684661,15516079.18,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464658949052656,,326517011093207,"DIY with Hometalk",,13,"02/07/2023 08:02",,,Lifetime,155955,11,210,618,62835,1139622.72,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499335730095507,,326517011093207,"DIY with Hometalk",,16,"02/09/2023 08:02",,,Lifetime,295700,59,337,1724,125315,2497453.82,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266267404231621,,326517011093207,"DIY with Hometalk",,19,"02/11/2023 08:02",,,Lifetime,92582,9,101,392,23557,474137.84,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583964546583310,,326517011093207,"DIY with Hometalk",,21,"02/13/2023 08:02",,,Lifetime,112171,7,46,308,39110,842618.15,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581609316877549,,326517011093207,"DIY with Hometalk",,13,"02/15/2023 08:02",,,Lifetime,87430,2,30,156,25543,435232.03,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499409275600254,,326517011093207,"DIY with Hometalk",,17,"02/17/2023 08:02",,,Lifetime,124585,7,39,247,44701,783678.41,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566167920565209,,326517011093207,"DIY with Hometalk",,16,"02/19/2023 08:02",,,Lifetime,197850,3,100,624,101059,1866297.67,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581850390498095,,326517011093207,"DIY with Hometalk",,16,"02/21/2023 08:02",,,Lifetime,146598,7,108,449,60692,1101140.63,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233220197541719,,326517011093207,"DIY with Hometalk",,17,"02/23/2023 08:02",,,Lifetime,162016,9,347,941,69788,1408168.56,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537335911836715,,326517011093207,"DIY with Hometalk",,10,"02/24/2023 08:02",,,Lifetime,139575,11,45,249,58687,861116.09,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371287489713262,,326517011093207,"DIY with Hometalk",,19,"02/26/2023 08:02",,,Lifetime,172348,3,25,251,67087,1326652.77,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345052062951281,,326517011093207,"DIY with Hometalk",,21,"02/28/2023 08:02",,,Lifetime,127719,9,151,797,52575,1152599.97,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642264649542452,,326517011093207,"DIY with Hometalk",,16,"03/02/2023 08:03",,,Lifetime,70720,4,44,193,21571,401147.76,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695401592364463,,326517011093207,"DIY with Hometalk",,11,"03/04/2023 08:03",,,Lifetime,1539389,1062,5937,16382,715611,14403471.15,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466328155620061,,326517011093207,"DIY with Hometalk",,24,"03/06/2023 08:03",,,Lifetime,106071,8,9,117,31916,583453.73,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615018992254649,,326517011093207,"DIY with Hometalk",,13,"03/08/2023 08:03",,,Lifetime,144458,21,98,466,44496,817789.46,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564974265394321,,326517011093207,"DIY with Hometalk",,18,"03/10/2023 08:03",,,Lifetime,81040,2,11,68,26180,543183.33,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762832101865864,,326517011093207,"DIY with Hometalk",,18,"03/12/2023 08:03",,,Lifetime,46036,2,83,178,16684,316259.9,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107800365574041,,326517011093207,"DIY with Hometalk",,27,"03/14/2023 08:03",,,Lifetime,411709,332,2427,5583,199203,4955515,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606814384194983,,326517011093207,"DIY with Hometalk",,18,"03/16/2023 08:03",,,Lifetime,128556,7,40,214,51167,878771.69,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781967106820963,,326517011093207,"DIY with Hometalk",,17,"03/18/2023 08:03",,,Lifetime,131688,7,29,145,46424,992111.37,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597874947102367,,326517011093207,"DIY with Hometalk",,27,"03/21/2023 08:03",,,Lifetime,203977,35,306,586,78330,1834437.38,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
